Rank,Artist,Song,Popularity,URL
10,Laura Marling,Only The Strong,46,https://open.spotify.com/track/6c1LDkyXooBQWELWZlDwCt
1,Eazy-E,Real Muthaphuckkin' G's,69,https://open.spotify.com/track/53BZ6XygAoubR5DU5w38Vq
2,Eazy-E,Boyz-N-The-Hood,66,https://open.spotify.com/track/5RGXoZt1qxmAErdhbyKJKq
3,Eazy-E,No More ?'s,62,https://open.spotify.com/track/7y9yjpRtZajYzVpXHRjwGz
4,Eazy-E,Boyz-N-The-Hood - Remix,59,https://open.spotify.com/track/3JdyhQORbJkCWT8xfLd8gD
5,Eazy-E,Eazy-Duz-It,56,https://open.spotify.com/track/1ohwrBQrxIlqMYfkoYERiN
6,Eazy-E,Ole School Shit,54,https://open.spotify.com/track/5ZPzHLzi0ohJbMAKkJ8APZ
7,Eazy-E,It's On,54,https://open.spotify.com/track/2h8mtZXFfkxcDNO52gvsMY
8,Eazy-E,Gimmie That Nutt,52,https://open.spotify.com/track/4cPhuLaWqn0TZCs71wSk6s
9,Eazy-E,Eazy-er Said Than Dunn,49,https://open.spotify.com/track/5jG3djnKEjdcJwidjYWtxL
10,Eazy-E,We Want Eazy,48,https://open.spotify.com/track/646crO6DWxN1VmBBNkKdWi
1,The Cure,Friday I'm in Love,68,https://open.spotify.com/track/263aNAQCeFSWipk896byo6
2,The Cure,Boys Don't Cry - Single Version,63,https://open.spotify.com/track/4dneV7C1yDt9UtyxrQY375
3,The Cure,Just Like Heaven,66,https://open.spotify.com/track/76GlO5H5RT6g7y0gev86Nk
4,The Cure,Close to Me - Remastered,60,https://open.spotify.com/track/7ABE6G4uQxbNtYgVrpBBPA
5,The Cure,Lovesong - 2010 Remaster,60,https://open.spotify.com/track/0X5C4WjQNubRysTkHOubz3
6,The Cure,A Forest - Remastered Version,53,https://open.spotify.com/track/3O4TPMOgChXOerSdB5WENH
7,The Cure,In Between Days - 2006 Remaster,54,https://open.spotify.com/track/07CyrZF9eVd02zzIse7tZA
8,The Cure,Pictures of You - 2010 Remaster,57,https://open.spotify.com/track/1tuwC1Ob5vnYZhvg3zyzJg
9,The Cure,The Lovecats,53,https://open.spotify.com/track/5GHwCpwEos0FzYe55slXEp
10,The Cure,Lullaby - 2010 Remaster,53,https://open.spotify.com/track/4d4oXk7O2lEhZ83ivV93li
1,Joss Stone,Right To Be Wrong,59,https://open.spotify.com/track/1atxtvAHagXDZYTuUWAoEC
2,Joss Stone,Super Duper Love,58,https://open.spotify.com/track/30yn7KuCLbXGCXxjsB0C8K
3,Joss Stone,Free Me,46,https://open.spotify.com/track/3Xt1rww1XMkh0qrUieRF1I
4,Joss Stone,L-O-V-E - Long Version,50,https://open.spotify.com/track/4MymCsjbOkhuP2kWNSZgLo
5,Joss Stone,Spoiled,50,https://open.spotify.com/track/08ydcS9NTm1a2csSppGsJT
6,Joss Stone,Less Is More,49,https://open.spotify.com/track/0ozKDRPig9rKkBhJA6NxDI
7,Joss Stone,Fell In Love With A Boy,48,https://open.spotify.com/track/6BOHQeYRHWUVy0Gcgj5iBJ
8,Joss Stone,Molly Town,46,https://open.spotify.com/track/5MTHpHAlpU8q6kvTBgWVzA
9,Joss Stone,Tell Me What We're Gonna Do Now,41,https://open.spotify.com/track/5Om5t5bVP7AoXs3iHo1ZNU
10,Joss Stone,You Had Me,40,https://open.spotify.com/track/1iitN8RaOWCwj6pTz0vHFK
1,Quicksilver Messenger Service,Fresh Air - Remastered,44,https://open.spotify.com/track/6Rb4xFCy3Hh5MJ88ehLXdc
2,Quicksilver Messenger Service,Who Do You Love - Pt. 1,36,https://open.spotify.com/track/14hykKy6TC9y6chiptCtje
3,Quicksilver Messenger Service,Gold And Silver,36,https://open.spotify.com/track/6qwwAbxSYq9MTEIn0UMFNA
4,Quicksilver Messenger Service,"Edward, the Mad Shirt Grinder",33,https://open.spotify.com/track/1ddKwspARRAnyuhxDMAfm2
5,Quicksilver Messenger Service,Pride Of Man,31,https://open.spotify.com/track/3hr9mAgl6NCmsgYAPTQQP1
6,Quicksilver Messenger Service,Mona,30,https://open.spotify.com/track/0C097TFNj4ikTOISggfohB
7,Quicksilver Messenger Service,Dino's Song,29,https://open.spotify.com/track/0Z1gFxgGNXrikEBAUXxx7J
8,Quicksilver Messenger Service,When You Love,26,https://open.spotify.com/track/0cNGBAQX1VpcFNm5QtS1go
9,Quicksilver Messenger Service,What About Me? (Rare Session),24,https://open.spotify.com/track/2vCeJSuYwQvGgPUBSiiBh0
10,Quicksilver Messenger Service,It's Been Too Long,24,https://open.spotify.com/track/1hvMgi5y919TAFuOHyEd0j
1,Eminem,Godzilla (feat. Juice WRLD),94,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
2,Eminem,'Till I Collapse,84,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
3,Eminem,Without Me,82,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
4,Eminem,Love The Way You Lie,81,https://open.spotify.com/track/15JINEqzVMv3SvJTAXAKED
5,Eminem,Those Kinda Nights (feat. Ed Sheeran),80,https://open.spotify.com/track/0VSzREd1OjEWJ9tXoFHRQH
6,Eminem,The Real Slim Shady,79,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
7,Eminem,Lucky You (feat. Joyner Lucas),79,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
8,Eminem,Darkness,78,https://open.spotify.com/track/5SiZJoLXp3WOl3J4C8IK0d
9,Eminem,"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",78,https://open.spotify.com/track/0GQ5bFTVFFKpwNPc7KwQnB
10,Eminem,Not Afraid,78,https://open.spotify.com/track/7Ie9W94M7OjPoZVV216Xus
1,Meat Loaf,I'd Do Anything For Love (But I Won't Do That) - Single Edit,60,https://open.spotify.com/track/391CwgcBxvUHmEKda2b5In
2,Meat Loaf,Paradise By the Dashboard Light,66,https://open.spotify.com/track/2g7gviEeJr6pyxO7G35EWQ
3,Meat Loaf,Two Out of Three Ain't Bad,60,https://open.spotify.com/track/2ph0hzV1kCVhR82E2La4q5
4,Meat Loaf,Bat Out of Hell,60,https://open.spotify.com/track/3mCeeoBvTTpg8Xy2Wuvirw
5,Meat Loaf,You Took The Words Right Out of My Mouth (Hot Summer Night),57,https://open.spotify.com/track/7wawEkN4nhPqSBWleGvdxa
6,Meat Loaf,I'd Do Anything For Love (But I Won't Do That),37,https://open.spotify.com/track/1k2NivgsLlf1jgn13QqEcd
7,Meat Loaf,Hot Patootie - Bless My Soul,28,https://open.spotify.com/track/2D99D3tBgy3TosLzTXTqJS
8,Meat Loaf,Heaven Can Wait,48,https://open.spotify.com/track/0fAhbZIPf3T1tgX9eDY3Fd
9,Meat Loaf,For Crying Out Loud,47,https://open.spotify.com/track/0GD6Ug6ouPqkthlnT058aC
10,Meat Loaf,Dead Ringer for Love (with Cher),47,https://open.spotify.com/track/6LR5yuN6XStHDZiusCxqYe
1,Patsy Cline,Crazy - Single Version,66,https://open.spotify.com/track/3zpj9dvJABiyMrmLCPw6i8
2,Patsy Cline,I Fall To Pieces - Single Version,61,https://open.spotify.com/track/6zFsz86nAj5gcvzyVqNL3k
3,Patsy Cline,She's Got You - Single Version,58,https://open.spotify.com/track/4H1POasJbrLNaQirsIH29e
4,Patsy Cline,Walkin' After Midnight,56,https://open.spotify.com/track/7E8nKMtXMqIQbvl1Ta9Ucw
